dwc:occurrenceId,dcterms:identifier,ac:accessURI,ac:associatedSpecimenReference,ac:caption,ac:comments,Iptc4xmpExt:CountryName,xmp:CreateDate,dc:creator,photoshop:Credit,dcterms:description,ac:digitizationDate,dc:format,ac:hashFunction,ac:hashValue,ac:hasServiceAccessPoint,ac:IDofContainingCollection,ac:licenseLogoURL,xmp:MetadataDate,ac:metadataLanguage,ac:metadataLanguageLiteral,ac:metadataProviderLiteral,dcterms:modified,xmpRights:Owner,exif:PixelXDimension,exif:PixelYDimension,ac:providerLiteral,ac:providerManagedID,Iptc4xmpExt:ProvinceState,references,dc:rights,dcterms:rights_1,rightsHolder,dwc:scientificName,ac:serviceExpectation,dc:source,ac:subjectCategoryVocabulary,ac:subtypeLiteral,ac:tag,dc:title,dc:type,dcterms:type_1,xmpRights:UsageTerms,ac:variant,ac:variantLiteral,xmpRights:WebStatement,Iptc4xmpExt:WorldRegion
b12ec6f5-dfd3-49f0-ac87-cd1739241fef,0001614b-51dc-4944-bf1b-79c53e09a6ca,http://sweetgum.nybg.org/images3/2332/153/02888466.jpg,,,,,,The New York Botanical Garden,,,,image/jpeg,,,,,,,eng,,,,The New York Botanical Garden,,,,,,,https://creativecommons.org/licenses/by/4.0/,,,,,,,,,,StillImage,,,,,,
66211247-1d26-4560-9aab-a9d7f9253763,00016728-5d40-4215-b2d4-43db411456cb,http://sweetgum.nybg.org/images3/2485/982/02883990.jpg,,,,,,The New York Botanical Garden,,,,image/jpeg,,,,,,,eng,,,,The New York Botanical Garden,,,,,,,https://creativecommons.org/licenses/by/4.0/,,,,,,,,,,StillImage,,,,,,
235392d7-04e7-4fb5-872e-a7e39426d4b1,000168c8-95ad-444e-8d4a-2198c047dadc,http://sweetgum.nybg.org/images3/2084/767/00930292.jpg,,,,,,The New York Botanical Garden,,,,image/jpeg,,,,,,,eng,,,,The New York Botanical Garden,,,,,,,https://creativecommons.org/licenses/by/4.0/,,,,,,,,,,StillImage,,,,,,
urn:uuid:00000271-c4f4-496a-90f9-4055244ebaf5,urn:uuid:a3f0e0f9-b2d5-4474-8081-c405c57e1774,http://deliver.odai.yale.edu/content/repository/YPM/id/733547/format/3,,,irn:733547,,,Jessica Utrup,,,2019,image/jpeg,,,,,,2020-03-21 18:37:23,en,,,,,,,,urn:uuid:a3f0e0f9-b2d5-4474-8081-c405c57e1774,,,CC0,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,,,undet. Eurypterida (YPM IP 546592). Digital Image: Yale Peabody Museum of Natural History; photo by Jessica Utrup 2019,StillImage,,,,,http://hdl.handle.net/10079/8931zqj/,
urn:uuid:0000103e-7d0f-4d18-99c8-06019e2b8913,urn:uuid:1fb6b42e-bc12-4d0d-8819-87155e1c403a,http://deliver.odai.yale.edu/content/repository/YPM/id/756063/format/2,,,irn:756063,,,Sidney Carlson White,,,2019,image/jpeg,,,,,,2020-03-21 18:42:53,en,,,,,,,,urn:uuid:1fb6b42e-bc12-4d0d-8819-87155e1c403a,,,CC0,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,,,undet. Foraminiferida (YPM IP 090748). Digital Image: Yale Peabody Museum of Natural History; photo by Sidney Carlson White 2019,StillImage,,,,,http://hdl.handle.net/10079/8931zqj/,
urn:uuid:00001d2d-c248-48f2-a281-10acba002cb6,urn:uuid:adc03717-663f-4352-9dab-bfa4daf7d40d,http://deliver.odai.yale.edu/content/repository/YPM/id/718373/format/2,,,irn:718373,,,Sidney Carlson White,,,2019,image/jpeg,,,,,,2020-03-21 18:33:25,en,,,,,,,,urn:uuid:adc03717-663f-4352-9dab-bfa4daf7d40d,,,CC0,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,,,Spirolocammina planula (YPM IPV1 656500). Digital Image: Yale Peabody Museum of Natural History; photo by Sidney Carlson White 2019,StillImage,,,,,http://hdl.handle.net/10079/8931zqj/,
urn:uuid:000025d2-86c0-4ec9-8d86-68abc29bbe39,urn:uuid:2b930845-f251-4bdb-a126-5d72fa81f96a,http://deliver.odai.yale.edu/content/repository/YPM/id/447605/format/3,,,irn:447605,,,Jessica Utrup,,,2015,image/jpeg,,,,,,2020-03-21 21:07:15,en,,,,,,,,urn:uuid:2b930845-f251-4bdb-a126-5d72fa81f96a,,,CC0,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,,,undet. Brachiopoda (YPM IP 789280). Digital Image: Yale Peabody Museum of Natural History; photo by Jessica Utrup 2015,StillImage,,,,,http://hdl.handle.net/10079/8931zqj/,
urn:uuid:000064ab-e528-4365-a245-03af8ca4edf8,urn:uuid:e4221472-b41d-4159-beae-b16c8821cf07,http://deliver.odai.yale.edu/content/repository/YPM/id/398410/format/3,,,irn:398410,,,Eric Peavey,,,2014,image/jpeg,,,,,,2020-03-21 21:00:27,en,,,,,,,,urn:uuid:e4221472-b41d-4159-beae-b16c8821cf07,,,CC0,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,,,undet. Diptera (YPM IP 041147). Digital Image: Yale Peabody Museum of Natural History; photo by Eric Peavey 2014,StillImage,,,,,http://hdl.handle.net/10079/8931zqj/,
urn:uuid:000c945e-15b9-4135-9a5b-3d2e7c1f452b,urn:uuid:716e8ed5-f1a7-48fe-a55d-fafd75bdba21,http://deliver.odai.yale.edu/content/repository/YPM/id/357545/format/3,,,irn:357545,,,Leah Moelling,,,2013,image/jpeg,,,,,,2020-03-21 20:38:14,en,,,,,,,,urn:uuid:716e8ed5-f1a7-48fe-a55d-fafd75bdba21,,,CC0,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,,,Eurypterus lacustris (YPM IP 216653). Digital Image: Yale Peabody Museum of Natural History; photo by Leah Moelling 2013,StillImage,,,,,http://hdl.handle.net/10079/8931zqj/,
urn:uuid:000cbdfa-3c9a-4b56-9a3c-c491dc9502bd,urn:uuid:249bc15a-93ab-44f2-a50f-ffe0ea2aaecb,http://deliver.odai.yale.edu/content/repository/YPM/id/693699/format/3,,,irn:693699,,,Jim Barkley,,,2018,image/jpeg,,,,,,2020-03-21 18:12:17,en,,,,,,,,urn:uuid:249bc15a-93ab-44f2-a50f-ffe0ea2aaecb,,,CC0,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,,,Psocoptera? (YPM IP 238774). Digital Image: Yale Peabody Museum of Natural History; photo by Jim Barkley 2018,StillImage,,,,,http://hdl.handle.net/10079/8931zqj/,
urn:uuid:000cbdfa-3c9a-4b56-9a3c-c491dc9502bd,urn:uuid:23b925c1-c966-4485-b499-e4d43a48a0d7,http://deliver.odai.yale.edu/content/repository/YPM/id/693700/format/3,,,irn:693700,,,Jim Barkley,,,2018,image/jpeg,,,,,,2020-03-21 18:12:18,en,,,,,,,,urn:uuid:23b925c1-c966-4485-b499-e4d43a48a0d7,,,CC0,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,,,Psocoptera? (YPM IP 238774). Digital Image: Yale Peabody Museum of Natural History; photo by Jim Barkley 2018,StillImage,,,,,http://hdl.handle.net/10079/8931zqj/,
urn:uuid:000cfafa-3037-4946-8291-358d8ad9c1d6,urn:uuid:752bdcd4-4d19-41c3-9cae-4e3cf5acfde1,http://deliver.odai.yale.edu/content/repository/YPM/id/162542/format/2,,,irn:162542,,,"Division of Invertebrate Paleontology, Yale Peabody Museum",,,2018,image/jpeg,,,,,,2020-03-21 18:28:49,en,,,,,,,,urn:uuid:752bdcd4-4d19-41c3-9cae-4e3cf5acfde1,,,CC0,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,,,"Globigerinoides sacculifer (YPM IP 727192). Digital Image: Yale Peabody Museum of Natural History; photo by Division of Invertebrate Paleontology, Yale Peabody Museum 2018",StillImage,,,,,http://hdl.handle.net/10079/8931zqj/,
urn:uuid:000d9cd4-cd32-4f56-9fbe-bd3ce603214b,urn:uuid:2e642edf-0d08-4a82-99ad-14857317ae3f,http://deliver.odai.yale.edu/content/repository/YPM/id/439256/format/3,,,irn:439256,,,Jessica Utrup,,,2015,image/jpeg,,,,,,2020-03-21 21:06:04,en,,,,,,,,urn:uuid:2e642edf-0d08-4a82-99ad-14857317ae3f,,,CC0,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,,,Enteletes dumblei (YPM IP 335894). Digital Image: Yale Peabody Museum of Natural History; photo by Jessica Utrup 2015,StillImage,,,,,http://hdl.handle.net/10079/8931zqj/,
