dcterms:identifier,dcterms:title,ac:metadataLanguage,dc:rights,dcterms:type
https://macaulaylibrary.org/asset/245266991,ML245266991 Broad-winged Hawk Macaulay Library,http://id.loc.gov/vocabulary/iso639-2/eng,(c) 2020 Daniel Jauvin,http://purl.org/dc/dcmitype/Sound
