dcterms:identifier,dcterms:title,ac:metadataLanguage,dc:rights,dcterms:type
http://bioimages.vanderbilt.edu/hessd/e5384,Tragia cordata (Euphorbiaceae) - fruit – juvenile,http://id.loc.gov/vocabulary/iso639-2/eng,(c)  2008 Darel Hess,http://purl.org/dc/dcmitype/StillImage
