dcterms:title,dcterms:identifier,dcterms:type,ac:metadataLanguage,dc:rights,xmp:CreateDate
"Northern Cardinal (Cardinalis cardinalis) on June 12, 2021 at 02:08 PM by cecildev8n5",https://www.inaturalist.org/observations/82716069,http://purl.org/dc/dcmitype/Sound,http://id.loc.gov/vocabulary/iso639-2/eng,(c) 2021 cecildev8n5,2021-06-12T14:08:10.3-04:00
