document_modified,version,version_issued,vocabulary_status,label,description,vocabulary,dc_creator,dcterms_license
,,,,subjectPart controlled vocabulary,Controlled vocabulary for Audubon Core term subjectPart,http://rs.tdwg.org/acpart/,TDWG Views Controlled Vocabularies Task Group,http://creativecommons.org/licenses/by/4.0/
